P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
2024C08903,Ruiz,Vázquez,Ximena,ximenaruiz@universidad-sysac.edu.mx,ximenaruiz@live.com.mx,5526612270,2026-05-27,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,5,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"Más de $25,000",El propio estudiante,Sí,30,No,"Trabajo propio, Crédito educativo, Beca de otra institución",No,NA,891,Sí,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,No
2020A04358,Medina,Acosta,Víctor Omar,victor.medina@universidad-sysac.edu.mx,victormedina95@yahoo.com.mx,5530951959,2026-02-18,Ingeniería Industrial,LIIN2020MX,4,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"$10,001-$15,000",Padre,No,NA,NA,"Beca de otra institución, Trabajo propio, Ahorro",No,NA,1639,Sí,Sí a ambos,Secundaria,Licenciatura,No,Sí,Sí,Sí,No
2022C07309,Ruiz,Fuentes,Arturo,arturo_ruiz@universidad-sysac.edu.mx,arturoruiz91@icloud.com,2295224511,2026-01-02,Ingeniería Industrial,LIIN2020MX,4,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$10,001-$15,000",Otro familiar,No,NA,NA,Trabajo propio,Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",2306,Sí,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023A06609,Hernández,Figueroa,Mónica,monicahernandez@universidad-sysac.edu.mx,monica.hernandez92@yahoo.com,4434175477,2026-01-18,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,6,No,NA,Beca de colegiatura,6.6,NA,Con padres o tutores,2,"$10,001-$15,000",Otro familiar,Sí,37,No,"Beca de otra institución, Apoyo familiar, Trabajo propio",No,NA,1312,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2022C05149,Pérez,Sandoval,Rodrigo,rodrigo.perez@universidad-sysac.edu.mx,NA,5528447787,2026-01-20,Licenciatura en Gastronomía,LIGA2020MX,5,No,NA,No,NA,Beca de transporte,NA,50010,Con padres o tutores,2,"$10,001-$15,000",Otro familiar,No,NA,NA,"Ahorro, Apoyo gubernamental",No,NA,844,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2022A05450,Romero,García,Kevin Jorge,kevinromero@universidad-sysac.edu.mx,kevinromero94@hotmail.com,5560286579,2026-01-12,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,1,Sí,Laboral,Beca de colegiatura,8.8,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,9,Sí,Trabajo propio,Sí,"Beca Benito Juárez $1,600",1886,No,Sí a ambos,Primaria,Sin estudios,Sí,No,Sí,Sí,Sí
2025B03269,Morales,Sánchez,Vanessa,vanessamorales@universidad-sysac.edu.mx,vanessa.morales620@protonmail.com,4451940255,2026-02-06,Maestría en Psicopedagogía,LIPS2020MX,2,Sí,4,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,2,"$15,001-$25,000",Madre,Sí,29,No,"Apoyo gubernamental, Crédito educativo, Trabajo propio",Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",1268,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,No
2024B04331,Medina,Cabrera,Martín,martinmedina@universidad-sysac.edu.mx,martin_medina@outlook.com,5533330968,2026-01-10,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,6,Sí,Económica,Beca de transporte,NA,08020,Solo/a,6,"Menos de $5,000",Madre,Sí,27,Sí,"Ahorro, Apoyo familiar",Sí,Beca municipal $800,1899,No,Sí a ambos,Preparatoria,Primaria,Sí,No,Sí,Sí,Sí
2023C00505,Campos,Torres,Tomás,tomascampos@universidad-sysac.edu.mx,tomas.campos97@hotmail.com,5560274678,2026-01-21,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Laboral,Beca de transporte,NA,14310,Con padres o tutores,5,"$5,001-$10,000",Padre,No,NA,NA,Crédito educativo,No,NA,1670,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2022B03903,León,Estrada,Verónica,veronica_leon@universidad-sysac.edu.mx,veronica.leon46@hotmail.com,5579430408,2026-02-10,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,1,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,4,"$10,001-$15,000",El propio estudiante,Sí,25,Sí,Trabajo propio,No,NA,300,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,No,Sí,Sí
2024A09901,Álvarez,Estrada,Andrea Fernanda,andrea.alvarez@universidad-sysac.edu.mx,andrea.alvarez85@yahoo.com.mx,5510280418,2026-06-18,Licenciatura en Derecho,LIDE2020MX,4,Sí,2,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$5,001-$10,000",El propio estudiante,Sí,27,Sí,Apoyo familiar,No,NA,2484,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2023A06017,Ríos,Rosales,Adriana,adrianarios@universidad-sysac.edu.mx,adriana_rios85@protonmail.com,5588103476,2026-01-01,Ingeniería Industrial,LIIN2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"Menos de $5,000",El propio estudiante,Sí,47,Sí,Trabajo propio,No,NA,620,No,Solo internet,Posgrado,Preparatoria,No,Sí,Sí,Sí,No
2021B09655,Valencia,Espinoza,Andrea,andrea.valencia@universidad-sysac.edu.mx,andrea_valencia@yahoo.com,3332113167,2026-02-03,Licenciatura en Derecho,LIDE2020MX,4,Sí,1,No,NA,Beca de colegiatura,8.8,NA,Con pareja,5,"$10,001-$15,000",Padre,Sí,31,No,"Trabajo propio, Crédito educativo",No,NA,1654,No,Solo internet,Preparatoria,Sin estudios,Sí,No,Sí,Sí,Sí
2021C01964,Ríos,Molina,Erick,erickrios@universidad-sysac.edu.mx,erick_rios679@hotmail.com,5585820771,2026-01-18,Licenciatura en Administración de Empresas,LIAD2020MX,5,No,NA,Sí,Académica,Beca de colegiatura,8.4,NA,Con padres o tutores,1,"$15,001-$25,000",Padre,Sí,30,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,2450,Sí,Solo computadora,Primaria,Secundaria,Sí,No,Sí,Sí,No
2023A07674,Torres,Orozco,Emilio Ángel,emiliotorres@universidad-sysac.edu.mx,emilio_torres268@icloud.com,3320966896,2026-06-16,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,Sí,Económica,Beca de colegiatura,7.9,NA,Con padres o tutores,2,"$10,001-$15,000",Madre,No,NA,NA,"Ahorro, Beca de otra institución",No,NA,1677,No,Solo computadora,Sin estudios,Primaria,Sí,Sí,No,Sí,Sí
2020C01921,Acosta,Navarro,Patricia Gabriela,patricia_acosta@universidad-sysac.edu.mx,patriciaacosta@gmail.com,5551080036,2026-06-19,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,Apoyo familiar,No,NA,890,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
2021A07247,Aguilar,Flores,Daniel,daniel.aguilar@universidad-sysac.edu.mx,daniel.aguilar@yahoo.com.mx,2214778978,2026-05-04,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,1,Sí,Laboral,Beca de colegiatura,8.1,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,Sí,18,No,Trabajo propio,No,NA,1768,No,Sí a ambos,Licenciatura,Primaria,No,No,Sí,Sí,Sí
2025A03015,ROJAS,GUERRERO,KARLA,karlarojas@universidad-sysac.edu.mx,karlarojas@yahoo.com.mx,5578015779,2026-01-15,Licenciatura en Contaduría Pública,LICO2020MX,2,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Madre,No,NA,NA,"Ahorro, Crédito educativo",No,NA,1222,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
2024B05688,Contreras,Cruz,Saúl,saul.contreras@universidad-sysac.edu.mx,NA,5564050886,2026-01-09,Licenciatura en Enfermería,LIEN2022MX,4,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$10,001-$15,000",Padre,No,NA,NA,Apoyo familiar,Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",1066,No,Solo computadora,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2018B04666,Gómez,Soto,Sandra Guadalupe,sandra_gomez@universidad-sysac.edu.mx,sandra_gomez490@icloud.com,3347532463,2026-02-06,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,2,Sí,Personal/Familiar,Beca de transporte,NA,099012,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,36,No,Trabajo propio,No,NA,1466,Sí,Ninguno,Secundaria,Primaria,Sí,Sí,Sí,Sí,No
2024C01247,Morales,Espinoza,José,josemorales@universidad-sysac.edu.mx,josemorales85@hotmail.com,3362662570,2026-06-27,Licenciatura en Gastronomía,LIGA2020MX,4,Sí,4,Sí,Otra,Beca de colegiatura,6.8,NA,Con padres o tutores,4,"$10,001-$15,000",Padre,Sí,4,No,Trabajo propio,No,NA,1504,Sí,Solo computadora,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2020C03349,Aguilar,Mendoza,Itzel,itzelaguilar@universidad-sysac.edu.mx,itzel.aguilar@yahoo.com.mx,5537249431,2026-05-24,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,2,No,NA,Beca de colegiatura,7.7,NA,Con pareja,3,"$10,001-$15,000",El propio estudiante,Sí,39,Sí,Trabajo propio,No,NA,2368,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,No
2025C09840,Sánchez,Navarro,Ignacio,ignacio_sanchez@universidad-sysac.edu.mx,ignaciosanchez@outlook.com,5660911881,2026-05-26,Maestría en Psicopedagogía,LIPS2020MX,2,Sí,6,No,NA,Beca de transporte,NA,15430,Solo/a,4,"$5,001-$10,000",Padre,No,NA,NA,"Beca de otra institución, Crédito educativo",No,NA,2389,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2025A06664,Ríos,Delgado,Roberto,roberto_rios@universidad-sysac.edu.mx,roberto.rios@icloud.com,5572263317,2026-01-01,Ingeniería Industrial,LIIN2020MX,2,Sí,3,Sí,Laboral,Beca de colegiatura,6.3,NA,Con padres o tutores,5,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,25,No,"Apoyo gubernamental, Trabajo propio, Ahorro",No,NA,1167,Sí,Sí a ambos,Primaria,Primaria,Sí,No,Sí,Sí,No
2025B06889,Mejía,Carmona,Valeria,valeria_mejia@universidad-sysac.edu.mx,valeria.mejia85@protonmail.com,5523078374,2026-05-02,Licenciatura en Administración de Empresas,LIAD2020MX,2,Sí,3,Sí,Económica,Beca de colegiatura,5.3,NA,Solo/a,3,"$5,001-$10,000",Otro familiar,Sí,17,No,"Crédito educativo, Apoyo familiar",No,NA,391,No,Sí a ambos,Preparatoria,Posgrado,No,No,Sí,Sí,No
2020A05034,Muñoz,Silva,Ismael,ismael_munoz@universidad-sysac.edu.mx,ismaelmunoz@protonmail.com,8129472094,2026-05-21,Licenciatura en Administración de Empresas,LIAD2020MX,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",Otro familiar,Sí,33,No,"Crédito educativo, Ahorro",No,NA,119,Sí,Sí a ambos,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
2019A01001,Campos,Pérez,Catalina,catalina.campos@universidad-sysac.edu.mx,catalina.campos99@icloud.com,5591175125,2026-06-02,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,Sí,Económica,Beca de colegiatura,9.0,NA,Con otros familiares,3,"$10,001-$15,000",El propio estudiante,Sí,44,No,Apoyo familiar,No,NA,1812,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2024B08209,Salazar,Suárez,Rafael Miguel,rafaelsalazar@universidad-sysac.edu.mx,rafaelsalazar837@hotmail.com,4423143574,2026-06-16,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Solo/a,3,"$10,001-$15,000",Padre,Sí,36,No,"Trabajo propio, Ahorro, Beca de otra institución",Sí,Beca municipal $800,1425,No,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2019B03950,Medina,Morales,Adriana,adriana.medina@universidad-sysac.edu.mx,adriana.medina86@yahoo.com,3380437144,2026-02-28,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,1,Sí,Económica,Beca de transporte,NA,59107,Con padres o tutores,5,"$10,001-$15,000",Padre,Sí,22,Sí,"Trabajo propio, Beca de otra institución",No,NA,980,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
2023C04472,Molina,Estrada,Gabriela,gabriela.molina@universidad-sysac.edu.mx,gabriela_molina@yahoo.com,2212159996,2026-06-04,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,3,Sí,Personal/Familiar,Beca de colegiatura,7.7,NA,Con padres o tutores,5,"$10,001-$15,000",Padre,Sí,36,No,"Beca de otra institución, Crédito educativo, Apoyo gubernamental",No,NA,1430,Sí,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,No
2023A08951,Gutiérrez,Rojas,Andrés Gabriel,andresgutierrez@universidad-sysac.edu.mx,andres.gutierrez@protonmail.com,5596457041,2026-05-11,Ingeniería Industrial,LIIN2020MX,4,Sí,6,No,NA,Beca de colegiatura,5.9,NA,Con padres o tutores,6,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,"Beca de otra institución, Trabajo propio",No,NA,548,No,Sí a ambos,Secundaria,Posgrado,No,No,Sí,Sí,Sí
2025B03307,Mendoza,Morales,Víctor César,victor_mendoza@universidad-sysac.edu.mx,NA,5585909856,2026-05-15,Licenciatura en Mercadotecnia,LIME2020MX,2,Sí,1,No,NA,Beca de colegiatura,7.2,NA,Con padres o tutores,5,"Menos de $5,000",Madre,No,NA,NA,"Apoyo gubernamental, Apoyo familiar",No,NA,1630,No,Solo computadora,Secundaria,Licenciatura,No,Sí,Sí,Sí,Sí
2023B08324,Núñez,Ramos,Paola,paolanunez@universidad-sysac.edu.mx,paola.nunez94@gmail.com,3313199256,2026-01-10,Licenciatura en Enfermería,LIEN2022MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,6,"$5,001-$10,000",El propio estudiante,Sí,37,No,"Trabajo propio, Apoyo familiar",No,NA,2383,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2022B00125,Cruz,Muñoz,Ximena,ximena.cruz@universidad-sysac.edu.mx,NA,8187124708,2026-05-10,Licenciatura en Derecho,LIDE2020MX,4,No,NA,Sí,Académica,Beca de colegiatura,8.1,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,Beca de otra institución,No,NA,761,Sí,Solo internet,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
2021C04015,Trejo,Romero,Diana Isabel,diana_trejo@universidad-sysac.edu.mx,diana.trejo437@gmail.com,5587604531,2026-06-05,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Otro familiar,Sí,28,No,"Trabajo propio, Ahorro",No,NA,1376,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2023B08723,Navarro,Martínez,Gerardo,gerardonavarro@universidad-sysac.edu.mx,gerardo.navarro@protonmail.com,5532923791,2026-02-24,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de colegiatura,7.7,NA,Con padres o tutores,3,"$5,001-$10,000",Otro familiar,Sí,32,Sí,"Crédito educativo, Trabajo propio",No,NA,1815,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2022A01751,Sandoval,Mendoza,Laura,laura.sandoval@universidad-sysac.edu.mx,laurasandoval@outlook.com,2243872374,2026-02-03,Ingeniería Industrial,LIIN2020MX,4,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$5,001-$10,000",Padre,No,NA,NA,"Apoyo familiar, Crédito educativo",No,NA,2121,Sí,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2025B05077,Espinoza,Herrera,Araceli,araceli.espinoza@universidad-sysac.edu.mx,araceliespinoza91@protonmail.com,8195786914,2026-02-05,Licenciatura en Ciencia de Datos,LICI2020MX,2,Sí,2,Sí,Personal/Familiar,Beca de transporte,NA,15410,Con padres o tutores,3,"$10,001-$15,000",Otro familiar,No,NA,NA,"Apoyo familiar, Crédito educativo, Beca de otra institución",No,NA,2032,No,Sí a ambos,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
2024B10051,Molina,Figueroa,Luis,luismolina@universidad-sysac.edu.mx,luis.molina@protonmail.com,2249132703,2026-02-21,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,1,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,"Trabajo propio, Apoyo gubernamental",No,NA,1329,Sí,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023C07693,Zavala,Soto,Cecilia Ariadna,cecilia_zavala@universidad-sysac.edu.mx,cecilia_zavala96@icloud.com,8178888714,2026-01-28,Licenciatura en Enfermería,LIEN2022MX,4,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Beca o apoyo gubernamental,Sí,14,Sí,"Trabajo propio, Apoyo gubernamental",No,NA,480,No,Solo internet,Preparatoria,Licenciatura,No,No,Sí,Sí,Sí
2025C02391,Silva,Romero,Raquel,raquelsilva@universidad-sysac.edu.mx,raquelsilva89@protonmail.com,3353075849,2026-01-09,Licenciatura en Gastronomía,LIGA2020MX,2,Sí,2,Sí,Personal/Familiar,Beca de colegiatura,5.5,NA,Con padres o tutores,5,"$10,001-$15,000",Padre,Sí,9,No,Trabajo propio,No,NA,186,Sí,Sí a ambos,Licenciatura,Licenciatura,No,No,Sí,Sí,No
2024A06545,Díaz,Rivera,Felipe Enrique,felipe_diaz@universidad-sysac.edu.mx,NA,5552738339,2026-06-26,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.3,NA,Con padres o tutores,1,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,20,No,"Trabajo propio, Ahorro",No,NA,2329,No,Solo internet,Preparatoria,Primaria,Sí,Sí,Sí,Sí,No
2024A03388,Zavala,Contreras,Gabriel José,gabriel.zavala@universidad-sysac.edu.mx,gabriel_zavala91@gmail.com,5531292282,2026-06-05,Licenciatura en Ciencia de Datos,LICI2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,4.5,NA,Con padres o tutores,3,"$10,001-$15,000",Madre,Sí,36,No,Trabajo propio,No,NA,1054,Sí,Ninguno,Secundaria,Sin estudios,Sí,No,Sí,Sí,Sí
2023C10354,Cervantes,Soto,Armando,armando_cervantes@universidad-sysac.edu.mx,armando_cervantes745@icloud.com,5578515933,2026-01-09,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de transporte,NA,02070,Con padres o tutores,3,"$5,001-$10,000",Otro familiar,Sí,34,No,"Beca de otra institución, Apoyo familiar",No,NA,976,Sí,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2022C01139,Bautista,Campos,Alejandro Kevin,alejandrobautista@universidad-sysac.edu.mx,alejandro.bautista867@outlook.com,5669695304,2026-02-17,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,1,No,NA,Beca de transporte,NA,16034,Con padres o tutores,1,"$10,001-$15,000",Otro familiar,No,NA,NA,Ahorro,No,NA,1590,No,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
2023B09908,Romero,Álvarez,Leonardo Gerardo,leonardoromero@universidad-sysac.edu.mx,leonardo_romero85@outlook.com,2286497870,2026-02-09,Licenciatura en Enfermería,LIEN2022MX,4,Sí,4,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Padre,Sí,23,No,"Apoyo familiar, Trabajo propio",Sí,"Beca Benito Juárez $1,600",1581,No,Sí a ambos,Licenciatura,Secundaria,No,Sí,Sí,Sí,Sí
2024B05938,Cervantes,Jiménez,Guadalupe,guadalupe_cervantes@universidad-sysac.edu.mx,NA,5587061828,2026-02-27,Licenciatura en Enfermería,LIEN2022MX,4,Sí,3,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,Crédito educativo,No,NA,1787,No,Solo internet,Licenciatura,Preparatoria,No,No,Sí,Sí,No
2025B09377,Díaz,Herrera,Laura,laura_diaz@universidad-sysac.edu.mx,NA,5683868708,2026-01-16,Ingeniería en Sistemas Computacionales,LISC2020MX,2,Sí,2,No,NA,Beca de transporte,NA,12250,Con padres o tutores,3,"Menos de $5,000",Madre,No,NA,NA,Crédito educativo,Sí,"Beca estatal $1,000",1410,Sí,Solo computadora,Preparatoria,Licenciatura,No,No,Sí,Sí,Sí
2024C02080,Muñoz,Herrera,Lucía Teresa,lucia_munoz@universidad-sysac.edu.mx,NA,5647121745,2026-01-23,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,Sí,Personal/Familiar,Beca de colegiatura,8.5,NA,Solo/a,4,"$5,001-$10,000",Madre,No,NA,NA,"Apoyo gubernamental, Crédito educativo, Apoyo familiar",No,NA,2083,No,Sí a ambos,Secundaria,Preparatoria,Sí,Sí,Sí,Sí,No
2023C07574,Pérez,González,Jessica Isabel,jessicaperez@universidad-sysac.edu.mx,jessicaperez87@icloud.com,5543606922,2026-05-07,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,5,No,NA,Beca de colegiatura,6.6,NA,Con padres o tutores,1,"Más de $25,000",Padre,Sí,23,No,"Trabajo propio, Apoyo gubernamental",No,NA,1800,No,Ninguno,Preparatoria,Primaria,Sí,Sí,Sí,Sí,Sí
2023B06277,Ramírez,Díaz,Manuel,manuel.ramirez@universidad-sysac.edu.mx,manuel.ramirez@outlook.com,5537937598,2026-05-18,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,Sí,Económica,Beca de colegiatura,6.5,NA,Con padres o tutores,3,"$5,001-$10,000",Otro familiar,No,NA,NA,"Apoyo familiar, Trabajo propio, Ahorro",No,NA,1594,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2020B08055,Díaz,Campos,Rocío,rocio_diaz@universidad-sysac.edu.mx,rocio.diaz@protonmail.com,5557157962,2026-01-05,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de colegiatura,8.0,NA,Con otros familiares,5,"$5,001-$10,000",Otro familiar,Sí,21,No,Trabajo propio,No,NA,1846,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
2024C00761,Espinoza,Flores,Dulce,dulce.espinoza@universidad-sysac.edu.mx,NA,5587259001,2026-01-22,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"Menos de $5,000",El propio estudiante,Sí,47,No,"Trabajo propio, Ahorro, Apoyo familiar",No,NA,1201,No,Sí a ambos,Secundaria,Sin estudios,Sí,No,Sí,Sí,Sí
2024A08579,Muñoz,Carmona,Leticia Elena,leticia_munoz@universidad-sysac.edu.mx,leticiamunoz@hotmail.com,5581086667,2026-01-09,Ingeniería Industrial,LIIN2020MX,4,No,NA,Sí,Laboral,Beca de colegiatura,8.4,NA,Con padres o tutores,6,"Menos de $5,000",Madre,No,NA,NA,Ahorro,No,NA,960,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2025B02944,Téllez,Velázquez,Valentina,valentinatellez@universidad-sysac.edu.mx,valentina_tellez299@icloud.com,5548546015,2026-05-13,Licenciatura en Enfermería,LIEN2022MX,2,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"$5,001-$10,000",Tutor,Sí,5,No,"Crédito educativo, Apoyo familiar, Trabajo propio",Sí,Beca municipal $800,1020,Sí,Sí a ambos,Licenciatura,Sin estudios,No,No,Sí,Sí,Sí
2023A03989,Domínguez,Silva,Ximena,ximena_dominguez@universidad-sysac.edu.mx,ximena_dominguez@outlook.com,5562995857,2026-05-01,Licenciatura en Enfermería,LIEN2022MX,4,Sí,4,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,7,"Menos de $5,000",Tutor,Sí,5,Sí,Trabajo propio,No,NA,1935,Sí,Sí a ambos,Licenciatura,Posgrado,No,No,Sí,Sí,Sí
2024A07853,Núñez,Suárez,Paola,paolanunez@universidad-sysac.edu.mx,NA,5559314582,2026-02-21,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.5,NA,Con padres o tutores,6,"$5,001-$10,000",Tutor,Sí,39,No,Trabajo propio,No,NA,1284,Sí,Sí a ambos,Preparatoria,Primaria,Sí,Sí,No,Sí,No
2022C07324,Martínez,Téllez,Alejandra,alejandra.martinez@universidad-sysac.edu.mx,NA,5539691878,2026-01-05,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,2,"$10,001-$15,000",El propio estudiante,Sí,30,Sí,Trabajo propio,No,NA,1633,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2022B10183,Molina,Palacios,Erika Vanessa,erikamolina@universidad-sysac.edu.mx,erika_molina74@hotmail.com,005640342493,2026-02-27,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,Sí,Otra,Beca de colegiatura,8.4,NA,Con otros familiares,7,"Menos de $5,000",Beca o apoyo gubernamental,Sí,17,No,"Trabajo propio, Apoyo gubernamental",No,NA,932,Sí,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
